date,sku_id,category,sales_qty,stock_on_hand,on_order,unit_cost,unit_margin,lead_time_days,moq,available_budget
2025-02-07,SKU-001,Makanan,1,61,0,2500.0,300.0,3,1,2500000
2025-02-08,SKU-001,Makanan,1,60,0,2500.0,300.0,3,1,2500000
2025-02-09,SKU-001,Makanan,1,59,0,2500.0,300.0,3,1,2500000
2025-02-10,SKU-001,Makanan,1,67,0,2500.0,300.0,3,1,2500000
2025-02-11,SKU-001,Makanan,0,67,0,2500.0,300.0,3,1,2500000
2025-02-12,SKU-001,Makanan,1,66,0,2500.0,300.0,3,1,2500000
2025-02-13,SKU-001,Makanan,1,65,0,2500.0,300.0,3,1,2500000
2025-02-14,SKU-001,Makanan,0,65,0,2500.0,300.0,3,1,2500000
2025-02-15,SKU-001,Makanan,0,65,0,2500.0,300.0,3,1,2500000
2025-02-16,SKU-001,Makanan,2,63,0,2500.0,300.0,3,1,2500000
2025-02-17,SKU-001,Makanan,0,63,0,2500.0,300.0,3,1,2500000
2025-02-18,SKU-001,Makanan,0,63,0,2500.0,300.0,3,1,2500000
2025-02-19,SKU-001,Makanan,0,63,0,2500.0,300.0,3,1,2500000
2025-02-20,SKU-001,Makanan,1,71,0,2500.0,300.0,3,1,2500000
2025-02-21,SKU-001,Makanan,1,70,0,2500.0,300.0,3,1,2500000
2025-02-22,SKU-001,Makanan,2,68,0,2500.0,300.0,3,1,2500000
2025-02-23,SKU-001,Makanan,0,68,0,2500.0,300.0,3,1,2500000
2025-02-24,SKU-001,Makanan,0,68,0,2500.0,300.0,3,1,2500000
2025-02-25,SKU-001,Makanan,0,68,0,2500.0,300.0,3,1,2500000
2025-02-26,SKU-001,Makanan,0,68,0,2500.0,300.0,3,1,2500000
2025-02-27,SKU-001,Makanan,2,66,0,2500.0,300.0,3,1,2500000
2025-02-28,SKU-001,Makanan,2,64,0,2500.0,300.0,3,1,2500000
2025-03-01,SKU-001,Makanan,0,64,0,2500.0,300.0,3,1,2500000
2025-03-02,SKU-001,Makanan,0,73,0,2500.0,300.0,3,1,2500000
2025-03-03,SKU-001,Makanan,0,73,0,2500.0,300.0,3,1,2500000
2025-03-04,SKU-001,Makanan,1,72,0,2500.0,300.0,3,1,2500000
2025-03-05,SKU-001,Makanan,1,71,0,2500.0,300.0,3,1,2500000
2025-03-06,SKU-001,Makanan,1,70,0,2500.0,300.0,3,1,2500000
2025-03-07,SKU-001,Makanan,1,69,0,2500.0,300.0,3,1,2500000
2025-03-08,SKU-001,Makanan,1,68,0,2500.0,300.0,3,1,2500000
2025-03-09,SKU-001,Makanan,0,68,0,2500.0,300.0,3,1,2500000
2025-03-10,SKU-001,Makanan,1,67,0,2500.0,300.0,3,1,2500000
2025-03-11,SKU-001,Makanan,1,66,0,2500.0,300.0,3,1,2500000
2025-03-12,SKU-001,Makanan,0,75,0,2500.0,300.0,3,1,2500000
2025-03-13,SKU-001,Makanan,0,75,0,2500.0,300.0,3,1,2500000
2025-03-14,SKU-001,Makanan,2,73,0,2500.0,300.0,3,1,2500000
2025-03-15,SKU-001,Makanan,0,73,0,2500.0,300.0,3,1,2500000
2025-03-16,SKU-001,Makanan,1,72,0,2500.0,300.0,3,1,2500000
2025-03-17,SKU-001,Makanan,0,72,0,2500.0,300.0,3,1,2500000
2025-03-18,SKU-001,Makanan,0,72,0,2500.0,300.0,3,1,2500000
2025-03-19,SKU-001,Makanan,1,71,0,2500.0,300.0,3,1,2500000
2025-03-20,SKU-001,Makanan,1,70,0,2500.0,300.0,3,1,2500000
2025-03-21,SKU-001,Makanan,0,70,0,2500.0,300.0,3,1,2500000
2025-03-22,SKU-001,Makanan,1,78,0,2500.0,300.0,3,1,2500000
2025-03-23,SKU-001,Makanan,0,78,0,2500.0,300.0,3,1,2500000
2025-03-24,SKU-001,Makanan,0,78,0,2500.0,300.0,3,1,2500000
2025-03-25,SKU-001,Makanan,0,78,0,2500.0,300.0,3,1,2500000
2025-03-26,SKU-001,Makanan,1,77,0,2500.0,300.0,3,1,2500000
2025-03-27,SKU-001,Makanan,0,77,0,2500.0,300.0,3,1,2500000
2025-03-28,SKU-001,Makanan,1,76,0,2500.0,300.0,3,1,2500000
2025-03-29,SKU-001,Makanan,1,75,0,2500.0,300.0,3,1,2500000
2025-03-30,SKU-001,Makanan,0,75,0,2500.0,300.0,3,1,2500000
2025-03-31,SKU-001,Makanan,0,75,0,2500.0,300.0,3,1,2500000
2025-04-01,SKU-001,Makanan,2,82,0,2500.0,300.0,3,1,2500000
2025-04-02,SKU-001,Makanan,2,80,0,2500.0,300.0,3,1,2500000
2025-04-03,SKU-001,Makanan,1,79,0,2500.0,300.0,3,1,2500000
2025-04-04,SKU-001,Makanan,1,78,0,2500.0,300.0,3,1,2500000
2025-04-05,SKU-001,Makanan,0,78,0,2500.0,300.0,3,1,2500000
2025-04-06,SKU-001,Makanan,0,78,0,2500.0,300.0,3,1,2500000
2025-04-07,SKU-001,Makanan,0,78,0,2500.0,300.0,3,1,2500000
2025-04-08,SKU-001,Makanan,1,77,0,2500.0,300.0,3,1,2500000
2025-04-09,SKU-001,Makanan,1,76,0,2500.0,300.0,3,1,2500000
2025-04-10,SKU-001,Makanan,0,1,0,2500.0,300.0,3,1,2500000
2025-01-01,SKU-002,Minuman,1,48,0,4750.0,736.25,5,6,2500000
2025-01-02,SKU-002,Minuman,2,46,0,4750.0,736.25,5,6,2500000
2025-01-03,SKU-002,Minuman,4,42,0,4750.0,736.25,5,6,2500000
2025-01-04,SKU-002,Minuman,3,39,0,4750.0,736.25,5,6,2500000
2025-01-05,SKU-002,Minuman,1,38,0,4750.0,736.25,5,6,2500000
2025-01-06,SKU-002,Minuman,3,35,0,4750.0,736.25,5,6,2500000
2025-01-07,SKU-002,Minuman,0,35,0,4750.0,736.25,5,6,2500000
2025-01-08,SKU-002,Minuman,0,35,0,4750.0,736.25,5,6,2500000
2025-01-09,SKU-002,Minuman,2,33,0,4750.0,736.25,5,6,2500000
2025-01-10,SKU-002,Minuman,2,31,0,4750.0,736.25,5,6,2500000
2025-01-11,SKU-002,Minuman,0,31,0,4750.0,736.25,5,6,2500000
2025-01-12,SKU-002,Minuman,1,30,0,4750.0,736.25,5,6,2500000
2025-01-13,SKU-002,Minuman,0,48,0,4750.0,736.25,5,6,2500000
2025-01-14,SKU-002,Minuman,4,44,0,4750.0,736.25,5,6,2500000
2025-01-15,SKU-002,Minuman,0,44,0,4750.0,736.25,5,6,2500000
2025-01-16,SKU-002,Minuman,1,43,0,4750.0,736.25,5,6,2500000
2025-01-17,SKU-002,Minuman,1,42,0,4750.0,736.25,5,6,2500000
2025-01-18,SKU-002,Minuman,1,41,0,4750.0,736.25,5,6,2500000
2025-01-19,SKU-002,Minuman,4,37,0,4750.0,736.25,5,6,2500000
2025-01-20,SKU-002,Minuman,0,37,0,4750.0,736.25,5,6,2500000
2025-01-21,SKU-002,Minuman,1,36,0,4750.0,736.25,5,6,2500000
2025-01-22,SKU-002,Minuman,1,35,0,4750.0,736.25,5,6,2500000
2025-01-23,SKU-002,Minuman,3,32,0,4750.0,736.25,5,6,2500000
2025-01-24,SKU-002,Minuman,1,31,0,4750.0,736.25,5,6,2500000
2025-01-25,SKU-002,Minuman,2,47,0,4750.0,736.25,5,6,2500000
2025-01-26,SKU-002,Minuman,1,46,0,4750.0,736.25,5,6,2500000
2025-01-27,SKU-002,Minuman,1,45,0,4750.0,736.25,5,6,2500000
2025-01-28,SKU-002,Minuman,1,44,0,4750.0,736.25,5,6,2500000
2025-01-29,SKU-002,Minuman,0,44,0,4750.0,736.25,5,6,2500000
2025-01-30,SKU-002,Minuman,0,44,0,4750.0,736.25,5,6,2500000
2025-01-31,SKU-002,Minuman,2,42,0,4750.0,736.25,5,6,2500000
2025-02-01,SKU-002,Minuman,0,42,0,4750.0,736.25,5,6,2500000
2025-02-02,SKU-002,Minuman,0,42,0,4750.0,736.25,5,6,2500000
2025-02-03,SKU-002,Minuman,0,42,0,4750.0,736.25,5,6,2500000
2025-02-04,SKU-002,Minuman,1,41,0,4750.0,736.25,5,6,2500000
2025-02-05,SKU-002,Minuman,2,39,0,4750.0,736.25,5,6,2500000
2025-02-06,SKU-002,Minuman,1,56,0,4750.0,736.25,5,6,2500000
2025-02-07,SKU-002,Minuman,0,56,0,4750.0,736.25,5,6,2500000
2025-02-08,SKU-002,Minuman,3,53,0,4750.0,736.25,5,6,2500000
2025-02-09,SKU-002,Minuman,3,50,0,4750.0,736.25,5,6,2500000
2025-02-10,SKU-002,Minuman,2,48,0,4750.0,736.25,5,6,2500000
2025-02-11,SKU-002,Minuman,2,46,0,4750.0,736.25,5,6,2500000
2025-02-12,SKU-002,Minuman,0,46,0,4750.0,736.25,5,6,2500000
2025-02-13,SKU-002,Minuman,0,46,0,4750.0,736.25,5,6,2500000
2025-02-14,SKU-002,Minuman,1,45,0,4750.0,736.25,5,6,2500000
2025-02-15,SKU-002,Minuman,0,45,0,4750.0,736.25,5,6,2500000
2025-02-16,SKU-002,Minuman,3,42,0,4750.0,736.25,5,6,2500000
2025-02-17,SKU-002,Minuman,0,42,0,4750.0,736.25,5,6,2500000
2025-02-18,SKU-002,Minuman,0,60,0,4750.0,736.25,5,6,2500000
2025-02-19,SKU-002,Minuman,1,59,0,4750.0,736.25,5,6,2500000
2025-02-20,SKU-002,Minuman,0,59,0,4750.0,736.25,5,6,2500000
2025-02-21,SKU-002,Minuman,0,59,0,4750.0,736.25,5,6,2500000
2025-02-22,SKU-002,Minuman,3,56,0,4750.0,736.25,5,6,2500000
2025-02-23,SKU-002,Minuman,0,56,0,4750.0,736.25,5,6,2500000
2025-02-24,SKU-002,Minuman,0,56,0,4750.0,736.25,5,6,2500000
2025-02-25,SKU-002,Minuman,0,56,0,4750.0,736.25,5,6,2500000
2025-02-26,SKU-002,Minuman,1,55,0,4750.0,736.25,5,6,2500000
2025-02-27,SKU-002,Minuman,0,55,0,4750.0,736.25,5,6,2500000
2025-02-28,SKU-002,Minuman,2,53,0,4750.0,736.25,5,6,2500000
2025-03-01,SKU-002,Minuman,1,52,0,4750.0,736.25,5,6,2500000
2025-03-02,SKU-002,Minuman,3,67,0,4750.0,736.25,5,6,2500000
2025-03-03,SKU-002,Minuman,0,67,0,4750.0,736.25,5,6,2500000
2025-03-04,SKU-002,Minuman,1,66,0,4750.0,736.25,5,6,2500000
2025-03-05,SKU-002,Minuman,0,66,0,4750.0,736.25,5,6,2500000
2025-03-06,SKU-002,Minuman,1,65,0,4750.0,736.25,5,6,2500000
2025-03-07,SKU-002,Minuman,1,64,0,4750.0,736.25,5,6,2500000
2025-03-08,SKU-002,Minuman,5,59,0,4750.0,736.25,5,6,2500000
2025-03-09,SKU-002,Minuman,1,58,0,4750.0,736.25,5,6,2500000
2025-03-10,SKU-002,Minuman,1,57,0,4750.0,736.25,5,6,2500000
2025-03-11,SKU-002,Minuman,0,57,0,4750.0,736.25,5,6,2500000
2025-03-12,SKU-002,Minuman,3,54,0,4750.0,736.25,5,6,2500000
2025-03-13,SKU-002,Minuman,1,53,0,4750.0,736.25,5,6,2500000
2025-03-14,SKU-002,Minuman,0,71,0,4750.0,736.25,5,6,2500000
2025-03-15,SKU-002,Minuman,2,69,0,4750.0,736.25,5,6,2500000
2025-03-16,SKU-002,Minuman,0,69,0,4750.0,736.25,5,6,2500000
2025-03-17,SKU-002,Minuman,1,68,0,4750.0,736.25,5,6,2500000
2025-03-18,SKU-002,Minuman,0,68,0,4750.0,736.25,5,6,2500000
2025-03-19,SKU-002,Minuman,2,66,0,4750.0,736.25,5,6,2500000
2025-03-20,SKU-002,Minuman,0,66,0,4750.0,736.25,5,6,2500000
2025-03-21,SKU-002,Minuman,0,66,0,4750.0,736.25,5,6,2500000
2025-03-22,SKU-002,Minuman,4,62,0,4750.0,736.25,5,6,2500000
2025-03-23,SKU-002,Minuman,7,55,0,4750.0,736.25,5,6,2500000
2025-03-24,SKU-002,Minuman,2,53,0,4750.0,736.25,5,6,2500000
2025-03-25,SKU-002,Minuman,3,50,0,4750.0,736.25,5,6,2500000
2025-03-26,SKU-002,Minuman,2,66,0,4750.0,736.25,5,6,2500000
2025-03-27,SKU-002,Minuman,0,66,0,4750.0,736.25,5,6,2500000
2025-03-28,SKU-002,Minuman,0,66,0,4750.0,736.25,5,6,2500000
2025-03-29,SKU-002,Minuman,1,65,0,4750.0,736.25,5,6,2500000
2025-03-30,SKU-002,Minuman,0,65,0,4750.0,736.25,5,6,2500000
2025-03-31,SKU-002,Minuman,1,64,0,4750.0,736.25,5,6,2500000
2025-04-01,SKU-002,Minuman,0,64,0,4750.0,736.25,5,6,2500000
2025-04-02,SKU-002,Minuman,0,64,0,4750.0,736.25,5,6,2500000
2025-04-03,SKU-002,Minuman,0,64,0,4750.0,736.25,5,6,2500000
2025-04-04,SKU-002,Minuman,1,63,0,4750.0,736.25,5,6,2500000
2025-04-05,SKU-002,Minuman,0,63,0,4750.0,736.25,5,6,2500000
2025-04-06,SKU-002,Minuman,2,61,0,4750.0,736.25,5,6,2500000
2025-04-07,SKU-002,Minuman,0,79,0,4750.0,736.25,5,6,2500000
2025-04-08,SKU-002,Minuman,1,78,0,4750.0,736.25,5,6,2500000
2025-04-09,SKU-002,Minuman,1,77,0,4750.0,736.25,5,6,2500000
2025-04-10,SKU-002,Minuman,1,3,0,4750.0,736.25,5,6,2500000
2025-01-01,SKU-003,Kebutuhan Rumah,0,74,0,7000.0,1330.0,7,12,2500000
2025-01-02,SKU-003,Kebutuhan Rumah,0,74,0,7000.0,1330.0,7,12,2500000
2025-01-03,SKU-003,Kebutuhan Rumah,3,71,0,7000.0,1330.0,7,12,2500000
2025-01-04,SKU-003,Kebutuhan Rumah,2,69,0,7000.0,1330.0,7,12,2500000
2025-01-05,SKU-003,Kebutuhan Rumah,1,68,0,7000.0,1330.0,7,12,2500000
2025-01-06,SKU-003,Kebutuhan Rumah,1,67,0,7000.0,1330.0,7,12,2500000
2025-01-07,SKU-003,Kebutuhan Rumah,0,67,0,7000.0,1330.0,7,12,2500000
2025-01-08,SKU-003,Kebutuhan Rumah,1,66,0,7000.0,1330.0,7,12,2500000
2025-01-09,SKU-003,Kebutuhan Rumah,1,65,0,7000.0,1330.0,7,12,2500000
2025-01-10,SKU-003,Kebutuhan Rumah,0,65,0,7000.0,1330.0,7,12,2500000
2025-01-11,SKU-003,Kebutuhan Rumah,3,62,0,7000.0,1330.0,7,12,2500000
2025-01-12,SKU-003,Kebutuhan Rumah,2,60,0,7000.0,1330.0,7,12,2500000
2025-01-13,SKU-003,Kebutuhan Rumah,2,58,0,7000.0,1330.0,7,12,2500000
2025-01-14,SKU-003,Kebutuhan Rumah,1,57,0,7000.0,1330.0,7,12,2500000
2025-01-15,SKU-003,Kebutuhan Rumah,0,93,0,7000.0,1330.0,7,12,2500000
2025-01-16,SKU-003,Kebutuhan Rumah,0,93,0,7000.0,1330.0,7,12,2500000
2025-01-17,SKU-003,Kebutuhan Rumah,0,93,0,7000.0,1330.0,7,12,2500000
2025-01-18,SKU-003,Kebutuhan Rumah,5,88,0,7000.0,1330.0,7,12,2500000
2025-01-19,SKU-003,Kebutuhan Rumah,2,86,0,7000.0,1330.0,7,12,2500000
2025-01-20,SKU-003,Kebutuhan Rumah,1,85,0,7000.0,1330.0,7,12,2500000
2025-01-21,SKU-003,Kebutuhan Rumah,0,85,0,7000.0,1330.0,7,12,2500000
2025-01-22,SKU-003,Kebutuhan Rumah,0,85,0,7000.0,1330.0,7,12,2500000
2025-01-23,SKU-003,Kebutuhan Rumah,1,84,0,7000.0,1330.0,7,12,2500000
2025-01-24,SKU-003,Kebutuhan Rumah,1,83,0,7000.0,1330.0,7,12,2500000
2025-01-25,SKU-003,Kebutuhan Rumah,1,82,0,7000.0,1330.0,7,12,2500000
2025-01-26,SKU-003,Kebutuhan Rumah,0,82,0,7000.0,1330.0,7,12,2500000
2025-01-27,SKU-003,Kebutuhan Rumah,2,80,0,7000.0,1330.0,7,12,2500000
2025-01-28,SKU-003,Kebutuhan Rumah,1,79,0,7000.0,1330.0,7,12,2500000
2025-01-29,SKU-003,Kebutuhan Rumah,2,113,0,7000.0,1330.0,7,12,2500000
2025-01-30,SKU-003,Kebutuhan Rumah,5,108,0,7000.0,1330.0,7,12,2500000
2025-01-31,SKU-003,Kebutuhan Rumah,0,108,0,7000.0,1330.0,7,12,2500000
2025-02-01,SKU-003,Kebutuhan Rumah,1,107,0,7000.0,1330.0,7,12,2500000
2025-02-02,SKU-003,Kebutuhan Rumah,1,106,0,7000.0,1330.0,7,12,2500000
2025-02-03,SKU-003,Kebutuhan Rumah,2,104,0,7000.0,1330.0,7,12,2500000
2025-02-04,SKU-003,Kebutuhan Rumah,3,101,0,7000.0,1330.0,7,12,2500000
2025-02-05,SKU-003,Kebutuhan Rumah,4,97,0,7000.0,1330.0,7,12,2500000
2025-02-06,SKU-003,Kebutuhan Rumah,2,95,0,7000.0,1330.0,7,12,2500000
2025-02-07,SKU-003,Kebutuhan Rumah,6,89,0,7000.0,1330.0,7,12,2500000
2025-02-08,SKU-003,Kebutuhan Rumah,1,88,0,7000.0,1330.0,7,12,2500000
2025-02-09,SKU-003,Kebutuhan Rumah,2,86,0,7000.0,1330.0,7,12,2500000
2025-02-10,SKU-003,Kebutuhan Rumah,2,84,0,7000.0,1330.0,7,12,2500000
2025-02-11,SKU-003,Kebutuhan Rumah,2,82,0,7000.0,1330.0,7,12,2500000
2025-02-12,SKU-003,Kebutuhan Rumah,0,118,0,7000.0,1330.0,7,12,2500000
2025-02-13,SKU-003,Kebutuhan Rumah,1,117,0,7000.0,1330.0,7,12,2500000
2025-02-14,SKU-003,Kebutuhan Rumah,1,116,0,7000.0,1330.0,7,12,2500000
2025-02-15,SKU-003,Kebutuhan Rumah,6,110,0,7000.0,1330.0,7,12,2500000
2025-02-16,SKU-003,Kebutuhan Rumah,2,108,0,7000.0,1330.0,7,12,2500000
2025-02-17,SKU-003,Kebutuhan Rumah,0,108,0,7000.0,1330.0,7,12,2500000
2025-02-18,SKU-003,Kebutuhan Rumah,1,107,0,7000.0,1330.0,7,12,2500000
2025-02-19,SKU-003,Kebutuhan Rumah,1,106,0,7000.0,1330.0,7,12,2500000
2025-02-20,SKU-003,Kebutuhan Rumah,1,105,0,7000.0,1330.0,7,12,2500000
2025-02-21,SKU-003,Kebutuhan Rumah,1,104,0,7000.0,1330.0,7,12,2500000
2025-02-22,SKU-003,Kebutuhan Rumah,0,104,0,7000.0,1330.0,7,12,2500000
2025-02-23,SKU-003,Kebutuhan Rumah,3,101,0,7000.0,1330.0,7,12,2500000
2025-02-24,SKU-003,Kebutuhan Rumah,2,99,0,7000.0,1330.0,7,12,2500000
2025-02-25,SKU-003,Kebutuhan Rumah,1,98,0,7000.0,1330.0,7,12,2500000
2025-02-26,SKU-003,Kebutuhan Rumah,1,133,0,7000.0,1330.0,7,12,2500000
2025-02-27,SKU-003,Kebutuhan Rumah,1,132,0,7000.0,1330.0,7,12,2500000
2025-02-28,SKU-003,Kebutuhan Rumah,1,131,0,7000.0,1330.0,7,12,2500000
2025-03-01,SKU-003,Kebutuhan Rumah,5,126,0,7000.0,1330.0,7,12,2500000
2025-03-02,SKU-003,Kebutuhan Rumah,2,124,0,7000.0,1330.0,7,12,2500000
2025-03-03,SKU-003,Kebutuhan Rumah,1,123,0,7000.0,1330.0,7,12,2500000
2025-03-04,SKU-003,Kebutuhan Rumah,1,122,0,7000.0,1330.0,7,12,2500000
2025-03-05,SKU-003,Kebutuhan Rumah,2,120,0,7000.0,1330.0,7,12,2500000
2025-03-06,SKU-003,Kebutuhan Rumah,0,120,0,7000.0,1330.0,7,12,2500000
2025-03-07,SKU-003,Kebutuhan Rumah,3,117,0,7000.0,1330.0,7,12,2500000
2025-03-08,SKU-003,Kebutuhan Rumah,1,116,0,7000.0,1330.0,7,12,2500000
2025-03-09,SKU-003,Kebutuhan Rumah,2,114,0,7000.0,1330.0,7,12,2500000
2025-03-10,SKU-003,Kebutuhan Rumah,2,112,0,7000.0,1330.0,7,12,2500000
2025-03-11,SKU-003,Kebutuhan Rumah,1,111,0,7000.0,1330.0,7,12,2500000
2025-03-12,SKU-003,Kebutuhan Rumah,2,145,0,7000.0,1330.0,7,12,2500000
2025-03-13,SKU-003,Kebutuhan Rumah,2,143,0,7000.0,1330.0,7,12,2500000
2025-03-14,SKU-003,Kebutuhan Rumah,2,141,0,7000.0,1330.0,7,12,2500000
2025-03-15,SKU-003,Kebutuhan Rumah,3,138,0,7000.0,1330.0,7,12,2500000
2025-03-16,SKU-003,Kebutuhan Rumah,4,134,0,7000.0,1330.0,7,12,2500000
2025-03-17,SKU-003,Kebutuhan Rumah,2,132,0,7000.0,1330.0,7,12,2500000
2025-03-18,SKU-003,Kebutuhan Rumah,7,125,0,7000.0,1330.0,7,12,2500000
2025-03-19,SKU-003,Kebutuhan Rumah,3,122,0,7000.0,1330.0,7,12,2500000
2025-03-20,SKU-003,Kebutuhan Rumah,1,121,0,7000.0,1330.0,7,12,2500000
2025-03-21,SKU-003,Kebutuhan Rumah,2,119,0,7000.0,1330.0,7,12,2500000
2025-03-22,SKU-003,Kebutuhan Rumah,1,118,0,7000.0,1330.0,7,12,2500000
2025-03-23,SKU-003,Kebutuhan Rumah,1,117,0,7000.0,1330.0,7,12,2500000
2025-03-24,SKU-003,Kebutuhan Rumah,1,116,0,7000.0,1330.0,7,12,2500000
2025-03-25,SKU-003,Kebutuhan Rumah,3,113,0,7000.0,1330.0,7,12,2500000
2025-03-26,SKU-003,Kebutuhan Rumah,0,149,0,7000.0,1330.0,7,12,2500000
2025-03-27,SKU-003,Kebutuhan Rumah,2,147,0,7000.0,1330.0,7,12,2500000
2025-03-28,SKU-003,Kebutuhan Rumah,1,146,0,7000.0,1330.0,7,12,2500000
2025-03-29,SKU-003,Kebutuhan Rumah,3,143,0,7000.0,1330.0,7,12,2500000
2025-03-30,SKU-003,Kebutuhan Rumah,0,143,0,7000.0,1330.0,7,12,2500000
2025-03-31,SKU-003,Kebutuhan Rumah,4,139,0,7000.0,1330.0,7,12,2500000
2025-04-01,SKU-003,Kebutuhan Rumah,3,136,0,7000.0,1330.0,7,12,2500000
2025-04-02,SKU-003,Kebutuhan Rumah,1,135,0,7000.0,1330.0,7,12,2500000
2025-04-03,SKU-003,Kebutuhan Rumah,7,128,0,7000.0,1330.0,7,12,2500000
2025-04-04,SKU-003,Kebutuhan Rumah,1,127,0,7000.0,1330.0,7,12,2500000
2025-04-05,SKU-003,Kebutuhan Rumah,4,123,0,7000.0,1330.0,7,12,2500000
2025-04-06,SKU-003,Kebutuhan Rumah,0,123,0,7000.0,1330.0,7,12,2500000
2025-04-07,SKU-003,Kebutuhan Rumah,0,123,0,7000.0,1330.0,7,12,2500000
2025-04-08,SKU-003,Kebutuhan Rumah,3,120,0,7000.0,1330.0,7,12,2500000
2025-04-09,SKU-003,Kebutuhan Rumah,1,155,0,7000.0,1330.0,7,12,2500000
2025-04-10,SKU-003,Kebutuhan Rumah,1,0,0,7000.0,1330.0,7,12,2500000
2025-01-01,SKU-004,Perawatan,2,91,0,9250.0,2081.25,9,24,2500000
2025-01-02,SKU-004,Perawatan,2,89,0,9250.0,2081.25,9,24,2500000
2025-01-03,SKU-004,Perawatan,3,86,0,9250.0,2081.25,9,24,2500000
2025-01-04,SKU-004,Perawatan,1,85,0,9250.0,2081.25,9,24,2500000
2025-01-05,SKU-004,Perawatan,6,79,0,9250.0,2081.25,9,24,2500000
2025-01-06,SKU-004,Perawatan,1,78,0,9250.0,2081.25,9,24,2500000
2025-01-07,SKU-004,Perawatan,2,76,0,9250.0,2081.25,9,24,2500000
2025-01-08,SKU-004,Perawatan,1,75,0,9250.0,2081.25,9,24,2500000
2025-01-09,SKU-004,Perawatan,1,74,0,9250.0,2081.25,9,24,2500000
2025-01-10,SKU-004,Perawatan,0,74,0,9250.0,2081.25,9,24,2500000
2025-01-11,SKU-004,Perawatan,1,73,0,9250.0,2081.25,9,24,2500000
2025-01-12,SKU-004,Perawatan,4,69,0,9250.0,2081.25,9,24,2500000
2025-01-13,SKU-004,Perawatan,3,66,0,9250.0,2081.25,9,24,2500000
2025-01-14,SKU-004,Perawatan,0,66,0,9250.0,2081.25,9,24,2500000
2025-01-15,SKU-004,Perawatan,0,66,0,9250.0,2081.25,9,24,2500000
2025-01-16,SKU-004,Perawatan,0,66,0,9250.0,2081.25,9,24,2500000
2025-01-17,SKU-004,Perawatan,1,113,0,9250.0,2081.25,9,24,2500000
2025-01-18,SKU-004,Perawatan,7,106,0,9250.0,2081.25,9,24,2500000
