date,sku_id,category,sales_qty,stock_on_hand,on_order,unit_cost,unit_margin,lead_time_days,moq,available_budget
2025-02-20,SKU-001,Makanan,1,80,0,2500.0,300.0,3,1,8000000
2025-02-21,SKU-001,Makanan,0,80,0,2500.0,300.0,3,1,8000000
2025-02-22,SKU-001,Makanan,0,80,0,2500.0,300.0,3,1,8000000
2025-02-23,SKU-001,Makanan,0,80,0,2500.0,300.0,3,1,8000000
2025-02-24,SKU-001,Makanan,0,80,0,2500.0,300.0,3,1,8000000
2025-02-25,SKU-001,Makanan,0,80,0,2500.0,300.0,3,1,8000000
2025-02-26,SKU-001,Makanan,0,80,0,2500.0,300.0,3,1,8000000
2025-02-27,SKU-001,Makanan,0,80,0,2500.0,300.0,3,1,8000000
2025-02-28,SKU-001,Makanan,0,80,0,2500.0,300.0,3,1,8000000
2025-03-01,SKU-001,Makanan,0,80,0,2500.0,300.0,3,1,8000000
2025-03-02,SKU-001,Makanan,1,88,0,2500.0,300.0,3,1,8000000
2025-03-03,SKU-001,Makanan,0,88,0,2500.0,300.0,3,1,8000000
2025-03-04,SKU-001,Makanan,0,88,0,2500.0,300.0,3,1,8000000
2025-03-05,SKU-001,Makanan,0,88,0,2500.0,300.0,3,1,8000000
2025-03-06,SKU-001,Makanan,0,88,0,2500.0,300.0,3,1,8000000
2025-03-07,SKU-001,Makanan,1,87,0,2500.0,300.0,3,1,8000000
2025-03-08,SKU-001,Makanan,1,86,0,2500.0,300.0,3,1,8000000
2025-03-09,SKU-001,Makanan,1,85,0,2500.0,300.0,3,1,8000000
2025-03-10,SKU-001,Makanan,2,83,0,2500.0,300.0,3,1,8000000
2025-03-11,SKU-001,Makanan,0,83,0,2500.0,300.0,3,1,8000000
2025-03-12,SKU-001,Makanan,2,90,0,2500.0,300.0,3,1,8000000
2025-03-13,SKU-001,Makanan,1,89,0,2500.0,300.0,3,1,8000000
2025-03-14,SKU-001,Makanan,0,89,0,2500.0,300.0,3,1,8000000
2025-03-15,SKU-001,Makanan,2,87,0,2500.0,300.0,3,1,8000000
2025-03-16,SKU-001,Makanan,0,87,0,2500.0,300.0,3,1,8000000
2025-03-17,SKU-001,Makanan,0,87,0,2500.0,300.0,3,1,8000000
2025-03-18,SKU-001,Makanan,0,87,0,2500.0,300.0,3,1,8000000
2025-03-19,SKU-001,Makanan,0,87,0,2500.0,300.0,3,1,8000000
2025-03-20,SKU-001,Makanan,1,86,0,2500.0,300.0,3,1,8000000
2025-03-21,SKU-001,Makanan,1,85,0,2500.0,300.0,3,1,8000000
2025-03-22,SKU-001,Makanan,0,94,0,2500.0,300.0,3,1,8000000
2025-03-23,SKU-001,Makanan,0,94,0,2500.0,300.0,3,1,8000000
2025-03-24,SKU-001,Makanan,0,94,0,2500.0,300.0,3,1,8000000
2025-03-25,SKU-001,Makanan,2,92,0,2500.0,300.0,3,1,8000000
2025-03-26,SKU-001,Makanan,1,91,0,2500.0,300.0,3,1,8000000
2025-03-27,SKU-001,Makanan,1,90,0,2500.0,300.0,3,1,8000000
2025-03-28,SKU-001,Makanan,0,90,0,2500.0,300.0,3,1,8000000
2025-03-29,SKU-001,Makanan,3,87,0,2500.0,300.0,3,1,8000000
2025-03-30,SKU-001,Makanan,1,86,0,2500.0,300.0,3,1,8000000
2025-03-31,SKU-001,Makanan,0,86,0,2500.0,300.0,3,1,8000000
2025-04-01,SKU-001,Makanan,1,94,0,2500.0,300.0,3,1,8000000
2025-04-02,SKU-001,Makanan,1,93,0,2500.0,300.0,3,1,8000000
2025-04-03,SKU-001,Makanan,1,92,0,2500.0,300.0,3,1,8000000
2025-04-04,SKU-001,Makanan,0,92,0,2500.0,300.0,3,1,8000000
2025-04-05,SKU-001,Makanan,1,91,0,2500.0,300.0,3,1,8000000
2025-04-06,SKU-001,Makanan,1,90,0,2500.0,300.0,3,1,8000000
2025-04-07,SKU-001,Makanan,0,90,0,2500.0,300.0,3,1,8000000
2025-04-08,SKU-001,Makanan,0,90,0,2500.0,300.0,3,1,8000000
2025-04-09,SKU-001,Makanan,0,90,0,2500.0,300.0,3,1,8000000
2025-04-10,SKU-001,Makanan,0,90,0,2500.0,300.0,3,1,8000000
2025-04-11,SKU-001,Makanan,2,97,0,2500.0,300.0,3,1,8000000
2025-04-12,SKU-001,Makanan,0,97,0,2500.0,300.0,3,1,8000000
2025-04-13,SKU-001,Makanan,1,96,0,2500.0,300.0,3,1,8000000
2025-04-14,SKU-001,Makanan,0,96,0,2500.0,300.0,3,1,8000000
2025-04-15,SKU-001,Makanan,0,96,0,2500.0,300.0,3,1,8000000
2025-04-16,SKU-001,Makanan,0,96,0,2500.0,300.0,3,1,8000000
2025-04-17,SKU-001,Makanan,1,95,0,2500.0,300.0,3,1,8000000
2025-04-18,SKU-001,Makanan,0,95,0,2500.0,300.0,3,1,8000000
2025-04-19,SKU-001,Makanan,0,95,0,2500.0,300.0,3,1,8000000
2025-04-20,SKU-001,Makanan,0,95,0,2500.0,300.0,3,1,8000000
2025-04-21,SKU-001,Makanan,0,104,0,2500.0,300.0,3,1,8000000
2025-04-22,SKU-001,Makanan,0,104,0,2500.0,300.0,3,1,8000000
2025-04-23,SKU-001,Makanan,1,103,0,2500.0,300.0,3,1,8000000
2025-04-24,SKU-001,Makanan,0,103,0,2500.0,300.0,3,1,8000000
2025-04-25,SKU-001,Makanan,2,101,0,2500.0,300.0,3,1,8000000
2025-04-26,SKU-001,Makanan,0,101,0,2500.0,300.0,3,1,8000000
2025-04-27,SKU-001,Makanan,0,101,0,2500.0,300.0,3,1,8000000
2025-04-28,SKU-001,Makanan,2,99,0,2500.0,300.0,3,1,8000000
2025-04-29,SKU-001,Makanan,1,98,0,2500.0,300.0,3,1,8000000
2025-04-30,SKU-001,Makanan,2,96,0,2500.0,300.0,3,1,8000000
2025-05-01,SKU-001,Makanan,0,105,0,2500.0,300.0,3,1,8000000
2025-05-02,SKU-001,Makanan,0,105,0,2500.0,300.0,3,1,8000000
2025-05-03,SKU-001,Makanan,1,104,0,2500.0,300.0,3,1,8000000
2025-05-04,SKU-001,Makanan,3,101,0,2500.0,300.0,3,1,8000000
2025-05-05,SKU-001,Makanan,0,101,0,2500.0,300.0,3,1,8000000
2025-05-06,SKU-001,Makanan,4,97,0,2500.0,300.0,3,1,8000000
2025-05-07,SKU-001,Makanan,0,97,0,2500.0,300.0,3,1,8000000
2025-05-08,SKU-001,Makanan,0,97,0,2500.0,300.0,3,1,8000000
2025-05-09,SKU-001,Makanan,0,97,0,2500.0,300.0,3,1,8000000
2025-05-10,SKU-001,Makanan,0,97,0,2500.0,300.0,3,1,8000000
2025-05-11,SKU-001,Makanan,0,106,0,2500.0,300.0,3,1,8000000
2025-05-12,SKU-001,Makanan,1,105,0,2500.0,300.0,3,1,8000000
2025-05-13,SKU-001,Makanan,1,104,0,2500.0,300.0,3,1,8000000
2025-05-14,SKU-001,Makanan,0,104,0,2500.0,300.0,3,1,8000000
2025-05-15,SKU-001,Makanan,0,104,0,2500.0,300.0,3,1,8000000
2025-05-16,SKU-001,Makanan,0,104,0,2500.0,300.0,3,1,8000000
2025-05-17,SKU-001,Makanan,1,103,0,2500.0,300.0,3,1,8000000
2025-05-18,SKU-001,Makanan,1,102,0,2500.0,300.0,3,1,8000000
2025-05-19,SKU-001,Makanan,1,101,0,2500.0,300.0,3,1,8000000
2025-05-20,SKU-001,Makanan,0,101,0,2500.0,300.0,3,1,8000000
2025-05-21,SKU-001,Makanan,0,110,0,2500.0,300.0,3,1,8000000
2025-05-22,SKU-001,Makanan,0,110,0,2500.0,300.0,3,1,8000000
2025-05-23,SKU-001,Makanan,1,109,0,2500.0,300.0,3,1,8000000
2025-05-24,SKU-001,Makanan,1,108,0,2500.0,300.0,3,1,8000000
2025-05-25,SKU-001,Makanan,0,108,0,2500.0,300.0,3,1,8000000
2025-05-26,SKU-001,Makanan,1,107,0,2500.0,300.0,3,1,8000000
2025-05-27,SKU-001,Makanan,0,107,0,2500.0,300.0,3,1,8000000
2025-05-28,SKU-001,Makanan,0,107,0,2500.0,300.0,3,1,8000000
2025-05-29,SKU-001,Makanan,0,107,0,2500.0,300.0,3,1,8000000
2025-05-30,SKU-001,Makanan,0,107,0,2500.0,300.0,3,1,8000000
2025-05-31,SKU-001,Makanan,3,113,0,2500.0,300.0,3,1,8000000
2025-06-01,SKU-001,Makanan,2,111,0,2500.0,300.0,3,1,8000000
2025-06-02,SKU-001,Makanan,1,110,0,2500.0,300.0,3,1,8000000
2025-06-03,SKU-001,Makanan,0,110,0,2500.0,300.0,3,1,8000000
2025-06-04,SKU-001,Makanan,2,108,0,2500.0,300.0,3,1,8000000
2025-06-05,SKU-001,Makanan,0,108,0,2500.0,300.0,3,1,8000000
2025-06-06,SKU-001,Makanan,1,107,0,2500.0,300.0,3,1,8000000
2025-06-07,SKU-001,Makanan,1,106,0,2500.0,300.0,3,1,8000000
2025-06-08,SKU-001,Makanan,1,105,0,2500.0,300.0,3,1,8000000
2025-06-09,SKU-001,Makanan,0,105,0,2500.0,300.0,3,1,8000000
2025-06-10,SKU-001,Makanan,0,114,0,2500.0,300.0,3,1,8000000
2025-06-11,SKU-001,Makanan,0,114,0,2500.0,300.0,3,1,8000000
2025-06-12,SKU-001,Makanan,0,114,0,2500.0,300.0,3,1,8000000
2025-06-13,SKU-001,Makanan,1,113,0,2500.0,300.0,3,1,8000000
2025-06-14,SKU-001,Makanan,2,111,0,2500.0,300.0,3,1,8000000
2025-06-15,SKU-001,Makanan,2,109,0,2500.0,300.0,3,1,8000000
2025-06-16,SKU-001,Makanan,2,107,0,2500.0,300.0,3,1,8000000
2025-06-17,SKU-001,Makanan,0,107,0,2500.0,300.0,3,1,8000000
2025-06-18,SKU-001,Makanan,1,106,0,2500.0,300.0,3,1,8000000
2025-06-19,SKU-001,Makanan,1,105,0,2500.0,300.0,3,1,8000000
2025-06-20,SKU-001,Makanan,0,114,0,2500.0,300.0,3,1,8000000
2025-06-21,SKU-001,Makanan,0,114,0,2500.0,300.0,3,1,8000000
2025-06-22,SKU-001,Makanan,2,112,0,2500.0,300.0,3,1,8000000
2025-06-23,SKU-001,Makanan,0,112,0,2500.0,300.0,3,1,8000000
2025-06-24,SKU-001,Makanan,0,112,0,2500.0,300.0,3,1,8000000
2025-06-25,SKU-001,Makanan,3,109,0,2500.0,300.0,3,1,8000000
2025-06-26,SKU-001,Makanan,0,109,0,2500.0,300.0,3,1,8000000
2025-06-27,SKU-001,Makanan,0,109,0,2500.0,300.0,3,1,8000000
2025-06-28,SKU-001,Makanan,0,109,0,2500.0,300.0,3,1,8000000
2025-06-29,SKU-001,Makanan,0,109,0,2500.0,300.0,3,1,8000000
2025-06-30,SKU-001,Makanan,0,118,0,2500.0,300.0,3,1,8000000
2025-07-01,SKU-001,Makanan,1,117,0,2500.0,300.0,3,1,8000000
2025-07-02,SKU-001,Makanan,2,115,0,2500.0,300.0,3,1,8000000
2025-07-03,SKU-001,Makanan,1,114,0,2500.0,300.0,3,1,8000000
2025-07-04,SKU-001,Makanan,2,112,0,2500.0,300.0,3,1,8000000
2025-07-05,SKU-001,Makanan,0,112,0,2500.0,300.0,3,1,8000000
2025-07-06,SKU-001,Makanan,1,111,0,2500.0,300.0,3,1,8000000
2025-07-07,SKU-001,Makanan,0,111,0,2500.0,300.0,3,1,8000000
2025-07-08,SKU-001,Makanan,0,111,0,2500.0,300.0,3,1,8000000
2025-07-09,SKU-001,Makanan,0,111,0,2500.0,300.0,3,1,8000000
2025-07-10,SKU-001,Makanan,1,119,0,2500.0,300.0,3,1,8000000
2025-07-11,SKU-001,Makanan,1,118,0,2500.0,300.0,3,1,8000000
2025-07-12,SKU-001,Makanan,0,118,0,2500.0,300.0,3,1,8000000
2025-07-13,SKU-001,Makanan,1,117,0,2500.0,300.0,3,1,8000000
2025-07-14,SKU-001,Makanan,1,116,0,2500.0,300.0,3,1,8000000
2025-07-15,SKU-001,Makanan,0,116,0,2500.0,300.0,3,1,8000000
2025-07-16,SKU-001,Makanan,0,116,0,2500.0,300.0,3,1,8000000
2025-07-17,SKU-001,Makanan,0,116,0,2500.0,300.0,3,1,8000000
2025-07-18,SKU-001,Makanan,1,115,0,2500.0,300.0,3,1,8000000
2025-07-19,SKU-001,Makanan,0,115,0,2500.0,300.0,3,1,8000000
2025-07-20,SKU-001,Makanan,0,124,0,2500.0,300.0,3,1,8000000
2025-07-21,SKU-001,Makanan,0,124,0,2500.0,300.0,3,1,8000000
2025-07-22,SKU-001,Makanan,1,123,0,2500.0,300.0,3,1,8000000
2025-07-23,SKU-001,Makanan,1,122,0,2500.0,300.0,3,1,8000000
2025-07-24,SKU-001,Makanan,0,122,0,2500.0,300.0,3,1,8000000
2025-07-25,SKU-001,Makanan,2,120,0,2500.0,300.0,3,1,8000000
2025-07-26,SKU-001,Makanan,3,117,0,2500.0,300.0,3,1,8000000
2025-07-27,SKU-001,Makanan,2,115,0,2500.0,300.0,3,1,8000000
2025-07-28,SKU-001,Makanan,1,114,0,2500.0,300.0,3,1,8000000
2025-07-29,SKU-001,Makanan,1,113,0,2500.0,300.0,3,1,8000000
2025-07-30,SKU-001,Makanan,1,121,0,2500.0,300.0,3,1,8000000
2025-07-31,SKU-001,Makanan,0,121,0,2500.0,300.0,3,1,8000000
2025-08-01,SKU-001,Makanan,1,120,0,2500.0,300.0,3,1,8000000
2025-08-02,SKU-001,Makanan,3,117,0,2500.0,300.0,3,1,8000000
2025-08-03,SKU-001,Makanan,1,116,0,2500.0,300.0,3,1,8000000
2025-08-04,SKU-001,Makanan,0,116,0,2500.0,300.0,3,1,8000000
2025-08-05,SKU-001,Makanan,1,115,0,2500.0,300.0,3,1,8000000
2025-08-06,SKU-001,Makanan,2,113,0,2500.0,300.0,3,1,8000000
2025-08-07,SKU-001,Makanan,0,113,0,2500.0,300.0,3,1,8000000
2025-08-08,SKU-001,Makanan,1,112,0,2500.0,300.0,3,1,8000000
2025-01-01,SKU-002,Minuman,1,64,0,4750.0,736.25,5,6,8000000
2025-01-02,SKU-002,Minuman,1,63,0,4750.0,736.25,5,6,8000000
2025-01-03,SKU-002,Minuman,0,63,0,4750.0,736.25,5,6,8000000
2025-01-04,SKU-002,Minuman,2,61,0,4750.0,736.25,5,6,8000000
2025-01-05,SKU-002,Minuman,2,59,0,4750.0,736.25,5,6,8000000
2025-01-06,SKU-002,Minuman,0,59,0,4750.0,736.25,5,6,8000000
2025-01-07,SKU-002,Minuman,0,59,0,4750.0,736.25,5,6,8000000
2025-01-08,SKU-002,Minuman,1,58,0,4750.0,736.25,5,6,8000000
2025-01-09,SKU-002,Minuman,1,57,0,4750.0,736.25,5,6,8000000
2025-01-10,SKU-002,Minuman,2,55,0,4750.0,736.25,5,6,8000000
2025-01-11,SKU-002,Minuman,2,53,0,4750.0,736.25,5,6,8000000
2025-01-12,SKU-002,Minuman,4,49,0,4750.0,736.25,5,6,8000000
2025-01-13,SKU-002,Minuman,1,66,0,4750.0,736.25,5,6,8000000
2025-01-14,SKU-002,Minuman,1,65,0,4750.0,736.25,5,6,8000000
2025-01-15,SKU-002,Minuman,1,64,0,4750.0,736.25,5,6,8000000
2025-01-16,SKU-002,Minuman,0,64,0,4750.0,736.25,5,6,8000000
2025-01-17,SKU-002,Minuman,0,64,0,4750.0,736.25,5,6,8000000
2025-01-18,SKU-002,Minuman,2,62,0,4750.0,736.25,5,6,8000000
2025-01-19,SKU-002,Minuman,3,59,0,4750.0,736.25,5,6,8000000
2025-01-20,SKU-002,Minuman,1,58,0,4750.0,736.25,5,6,8000000
2025-01-21,SKU-002,Minuman,1,57,0,4750.0,736.25,5,6,8000000
2025-01-22,SKU-002,Minuman,1,56,0,4750.0,736.25,5,6,8000000
2025-01-23,SKU-002,Minuman,0,56,0,4750.0,736.25,5,6,8000000
2025-01-24,SKU-002,Minuman,1,55,0,4750.0,736.25,5,6,8000000
2025-01-25,SKU-002,Minuman,1,72,0,4750.0,736.25,5,6,8000000
2025-01-26,SKU-002,Minuman,0,72,0,4750.0,736.25,5,6,8000000
2025-01-27,SKU-002,Minuman,0,72,0,4750.0,736.25,5,6,8000000
2025-01-28,SKU-002,Minuman,1,71,0,4750.0,736.25,5,6,8000000
2025-01-29,SKU-002,Minuman,0,71,0,4750.0,736.25,5,6,8000000
2025-01-30,SKU-002,Minuman,0,71,0,4750.0,736.25,5,6,8000000
2025-01-31,SKU-002,Minuman,0,71,0,4750.0,736.25,5,6,8000000
2025-02-01,SKU-002,Minuman,2,69,0,4750.0,736.25,5,6,8000000
2025-02-02,SKU-002,Minuman,3,66,0,4750.0,736.25,5,6,8000000
2025-02-03,SKU-002,Minuman,1,65,0,4750.0,736.25,5,6,8000000
2025-02-04,SKU-002,Minuman,1,64,0,4750.0,736.25,5,6,8000000
2025-02-05,SKU-002,Minuman,0,64,0,4750.0,736.25,5,6,8000000
2025-02-06,SKU-002,Minuman,1,81,0,4750.0,736.25,5,6,8000000
2025-02-07,SKU-002,Minuman,1,80,0,4750.0,736.25,5,6,8000000
2025-02-08,SKU-002,Minuman,0,80,0,4750.0,736.25,5,6,8000000
2025-02-09,SKU-002,Minuman,1,79,0,4750.0,736.25,5,6,8000000
2025-02-10,SKU-002,Minuman,0,79,0,4750.0,736.25,5,6,8000000
2025-02-11,SKU-002,Minuman,0,79,0,4750.0,736.25,5,6,8000000
2025-02-12,SKU-002,Minuman,3,76,0,4750.0,736.25,5,6,8000000
2025-02-13,SKU-002,Minuman,0,76,0,4750.0,736.25,5,6,8000000
2025-02-14,SKU-002,Minuman,2,74,0,4750.0,736.25,5,6,8000000
2025-02-15,SKU-002,Minuman,1,73,0,4750.0,736.25,5,6,8000000
2025-02-16,SKU-002,Minuman,3,70,0,4750.0,736.25,5,6,8000000
2025-02-17,SKU-002,Minuman,0,70,0,4750.0,736.25,5,6,8000000
2025-02-18,SKU-002,Minuman,1,87,0,4750.0,736.25,5,6,8000000
2025-02-19,SKU-002,Minuman,0,87,0,4750.0,736.25,5,6,8000000
2025-02-20,SKU-002,Minuman,0,87,0,4750.0,736.25,5,6,8000000
2025-02-21,SKU-002,Minuman,0,87,0,4750.0,736.25,5,6,8000000
2025-02-22,SKU-002,Minuman,1,86,0,4750.0,736.25,5,6,8000000
2025-02-23,SKU-002,Minuman,3,83,0,4750.0,736.25,5,6,8000000
2025-02-24,SKU-002,Minuman,1,82,0,4750.0,736.25,5,6,8000000
2025-02-25,SKU-002,Minuman,0,82,0,4750.0,736.25,5,6,8000000
2025-02-26,SKU-002,Minuman,0,82,0,4750.0,736.25,5,6,8000000
2025-02-27,SKU-002,Minuman,2,80,0,4750.0,736.25,5,6,8000000
2025-02-28,SKU-002,Minuman,0,80,0,4750.0,736.25,5,6,8000000
2025-03-01,SKU-002,Minuman,0,80,0,4750.0,736.25,5,6,8000000
2025-03-02,SKU-002,Minuman,2,96,0,4750.0,736.25,5,6,8000000
2025-03-03,SKU-002,Minuman,1,95,0,4750.0,736.25,5,6,8000000
2025-03-04,SKU-002,Minuman,2,93,0,4750.0,736.25,5,6,8000000
2025-03-05,SKU-002,Minuman,2,91,0,4750.0,736.25,5,6,8000000
2025-03-06,SKU-002,Minuman,0,91,0,4750.0,736.25,5,6,8000000
2025-03-07,SKU-002,Minuman,1,90,0,4750.0,736.25,5,6,8000000
2025-03-08,SKU-002,Minuman,1,89,0,4750.0,736.25,5,6,8000000
2025-03-09,SKU-002,Minuman,1,88,0,4750.0,736.25,5,6,8000000
2025-03-10,SKU-002,Minuman,1,87,0,4750.0,736.25,5,6,8000000
2025-03-11,SKU-002,Minuman,0,87,0,4750.0,736.25,5,6,8000000
2025-03-12,SKU-002,Minuman,0,87,0,4750.0,736.25,5,6,8000000
2025-03-13,SKU-002,Minuman,1,86,0,4750.0,736.25,5,6,8000000
2025-03-14,SKU-002,Minuman,1,103,0,4750.0,736.25,5,6,8000000
2025-03-15,SKU-002,Minuman,1,102,0,4750.0,736.25,5,6,8000000
2025-03-16,SKU-002,Minuman,0,102,0,4750.0,736.25,5,6,8000000
2025-03-17,SKU-002,Minuman,0,102,0,4750.0,736.25,5,6,8000000
2025-03-18,SKU-002,Minuman,0,102,0,4750.0,736.25,5,6,8000000
2025-03-19,SKU-002,Minuman,0,102,0,4750.0,736.25,5,6,8000000
2025-03-20,SKU-002,Minuman,1,101,0,4750.0,736.25,5,6,8000000
2025-03-21,SKU-002,Minuman,3,98,0,4750.0,736.25,5,6,8000000
2025-03-22,SKU-002,Minuman,8,90,0,4750.0,736.25,5,6,8000000
2025-03-23,SKU-002,Minuman,3,87,0,4750.0,736.25,5,6,8000000
2025-03-24,SKU-002,Minuman,0,87,0,4750.0,736.25,5,6,8000000
2025-03-25,SKU-002,Minuman,1,86,0,4750.0,736.25,5,6,8000000
2025-03-26,SKU-002,Minuman,2,102,0,4750.0,736.25,5,6,8000000
2025-03-27,SKU-002,Minuman,0,102,0,4750.0,736.25,5,6,8000000
2025-03-28,SKU-002,Minuman,2,100,0,4750.0,736.25,5,6,8000000
2025-03-29,SKU-002,Minuman,0,100,0,4750.0,736.25,5,6,8000000
2025-03-30,SKU-002,Minuman,1,99,0,4750.0,736.25,5,6,8000000
2025-03-31,SKU-002,Minuman,1,98,0,4750.0,736.25,5,6,8000000
2025-04-01,SKU-002,Minuman,0,98,0,4750.0,736.25,5,6,8000000
2025-04-02,SKU-002,Minuman,0,98,0,4750.0,736.25,5,6,8000000
2025-04-03,SKU-002,Minuman,1,97,0,4750.0,736.25,5,6,8000000
2025-04-04,SKU-002,Minuman,1,96,0,4750.0,736.25,5,6,8000000
2025-04-05,SKU-002,Minuman,0,96,0,4750.0,736.25,5,6,8000000
2025-04-06,SKU-002,Minuman,2,94,0,4750.0,736.25,5,6,8000000
2025-04-07,SKU-002,Minuman,1,111,0,4750.0,736.25,5,6,8000000
2025-04-08,SKU-002,Minuman,0,111,0,4750.0,736.25,5,6,8000000
2025-04-09,SKU-002,Minuman,3,108,0,4750.0,736.25,5,6,8000000
2025-04-10,SKU-002,Minuman,0,108,0,4750.0,736.25,5,6,8000000
2025-04-11,SKU-002,Minuman,1,107,0,4750.0,736.25,5,6,8000000
2025-04-12,SKU-002,Minuman,3,104,0,4750.0,736.25,5,6,8000000
2025-04-13,SKU-002,Minuman,0,104,0,4750.0,736.25,5,6,8000000
2025-04-14,SKU-002,Minuman,1,103,0,4750.0,736.25,5,6,8000000
2025-04-15,SKU-002,Minuman,2,101,0,4750.0,736.25,5,6,8000000
2025-04-16,SKU-002,Minuman,2,99,0,4750.0,736.25,5,6,8000000
2025-04-17,SKU-002,Minuman,3,96,0,4750.0,736.25,5,6,8000000
2025-04-18,SKU-002,Minuman,0,96,0,4750.0,736.25,5,6,8000000
2025-04-19,SKU-002,Minuman,1,113,0,4750.0,736.25,5,6,8000000
2025-04-20,SKU-002,Minuman,0,113,0,4750.0,736.25,5,6,8000000
2025-04-21,SKU-002,Minuman,0,113,0,4750.0,736.25,5,6,8000000
2025-04-22,SKU-002,Minuman,1,112,0,4750.0,736.25,5,6,8000000
2025-04-23,SKU-002,Minuman,1,111,0,4750.0,736.25,5,6,8000000
2025-04-24,SKU-002,Minuman,0,111,0,4750.0,736.25,5,6,8000000
2025-04-25,SKU-002,Minuman,2,109,0,4750.0,736.25,5,6,8000000
2025-04-26,SKU-002,Minuman,2,107,0,4750.0,736.25,5,6,8000000
2025-04-27,SKU-002,Minuman,5,102,0,4750.0,736.25,5,6,8000000
2025-04-28,SKU-002,Minuman,0,102,0,4750.0,736.25,5,6,8000000
